F,1993,758,2
F,1994,758,2
F,1993,759,2
F,1994,759,2
F,1995,759,2
M,1993,760,2
M,1994,760,2
F,1993,761,2
M,1993,762,2
M,1993,763,2
F,1993,764,2
M,1993,765,2
M,1995,765,2
M,1993,766,2
M,1994,766,2
M,1995,766,2
F,1993,767,2
M,1993,768,2
M,1993,769,2
M,1994,769,2
M,1993,771,2
M,1994,771,2
M,1995,771,2
F,1993,772,2
M,1993,773,2
M,1994,773,2
M,1995,773,2
M,1993,774,2
F,1993,775,2
M,1993,776,2
M,1994,776,2
M,1993,777,2
M,1994,777,2
F,1993,778,2
F,1994,778,2
M,1993,779,2
M,1994,779,2
M,1995,779,2
M,2002,779,2
M,1993,780,2
M,1994,780,2
M,1995,780,2
M,1999,780,2
M,2008,780,2
M,1993,781,2
F,1993,782,2
F,1994,782,2
F,1995,782,2
F,1993,783,2
F,1993,784,2
M,1993,785,2
M,1994,785,2
M,1993,786,2
M,1994,786,2
F,1993,787,2
F,1993,788,2
F,1995,788,2
M,1993,789,2
M,1994,789,2
M,1995,789,2
F,1993,790,2
F,1994,790,2
M,1993,791,2
M,1994,791,2
M,1995,791,2
M,1993,792,2
M,1994,792,2
F,1993,793,2
F,1994,793,2
M,1993,794,2
M,1993,795,2
M,1994,795,2
M,1993,796,2
M,1994,796,2
M,2002,796,2
M,1993,797,2
M,1993,798,2
M,1993,799,2
M,1994,799,2
M,1993,800,2
M,1994,800,2
M,1993,801,2
F,1993,802,2
M,1993,803,2
M,1994,803,2
M,1993,804,2
M,1994,804,2
M,1995,804,2
F,1993,805,2
M,1993,806,2
F,1993,807,2
F,1993,808,2
F,1994,808,2
F,1993,809,2
F,1993,810,2
F,1993,811,2
F,1993,812,2
F,1994,812,2
F,1993,813,2
F,1994,813,2
F,1995,813,2
F,1993,814,2
F,1994,814,2
F,1995,814,2
F,1993,815,2
M,1993,816,2
M,1994,816,2
M,1995,816,2
F,1993,817,2
F,1994,817,2
F,1995,817,2
F,1993,818,2
F,1994,818,2
F,1995,818,2
F,1993,819,2
F,1994,819,2
F,1993,820,2
F,1994,820,2
F,1993,821,2
F,2002,821,2
F,1993,822,2
F,1994,822,2
F,1993,823,2
F,1993,824,2
F,1994,824,2
F,1993,825,2
F,1993,826,2
F,1993,827,2
M,1993,828,2
M,1994,828,2
M,1995,828,2
F,1993,829,2
F,1994,829,2
F,1995,829,2
F,1993,830,2
M,1993,831,2
M,1994,831,2
M,1993,832,2
M,1994,832,2
F,1993,833,2
F,1994,833,2
M,1983,834,2
M,1984,834,2
M,1988,834,2
M,1989,834,2
M,1991,834,2
M,1993,834,2
M,1995,834,2
M,1983,835,2
M,1984,835,2
M,1985,835,2
M,1986,835,2
M,1987,835,2
M,1988,835,2
M,1989,835,2
M,1990,835,2
M,1982,836,2
M,1983,836,2
M,1983,837,2
M,1984,837,2
M,1985,837,2
M,1986,837,2
M,1983,838,2
M,1984,838,2
M,1985,838,2
M,1986,838,2
M,1987,838,2
M,1983,839,2
M,1984,839,2
M,1983,840,2
M,1984,840,2
M,1985,840,2
M,1986,840,2
M,1999,840,2
M,1983,841,2
M,1984,841,2
M,1985,841,2
M,1982,842,2
M,1983,842,2
M,1983,843,2
M,1984,843,2
M,1982,844,2
M,1983,844,2
M,1983,845,2
M,1984,845,2
M,1983,846,2
M,1984,846,2
M,1985,846,2
M,1986,846,2
M,1987,846,2
M,1991,846,2
M,1992,846,2
M,1993,846,2
M,1994,846,2
M,1995,846,2
M,1997,846,2
M,1998,846,2
M,2001,846,2
M,2002,846,2
M,1983,847,2
M,1984,847,2
M,1983,848,2
M,1984,848,2
M,1985,848,2
M,1988,848,2
M,1983,849,2
M,1984,849,2
M,1985,849,2
M,1986,849,2
M,1987,849,2
M,1988,849,2
M,1989,849,2
M,1990,849,2
M,1991,849,2
M,1992,849,2
M,1993,849,2
M,1994,849,2
M,1995,849,2
M,1996,849,2
M,1997,849,2
M,1998,849,2
M,1999,849,2
M,2000,849,2
M,2001,849,2
M,2002,849,2
M,2003,849,2
M,2004,849,2
M,2005,849,2
M,1983,850,2
M,1984,850,2
M,1985,850,2
M,1986,850,2
M,1987,850,2
M,1983,851,2
M,1984,851,2
M,1983,852,2
M,1984,852,2
M,1983,853,2
M,1984,853,2
M,1985,853,2
M,1986,853,2
M,1987,853,2
M,1988,853,2
M,1989,853,2
M,1990,853,2
M,1991,853,2
M,1992,853,2
M,1993,853,2
M,1983,854,2
M,1984,854,2
M,1985,854,2
M,1983,855,2
M,1984,855,2
M,1985,855,2
M,1986,855,2
M,1987,855,2
M,1988,855,2
M,1989,855,2
M,1990,855,2
M,1991,855,2
M,1983,856,2
M,1984,856,2
M,1985,856,2
M,1986,856,2
M,1987,856,2
M,1988,856,2
M,1989,856,2
M,1983,857,2
M,1984,857,2
M,1983,858,2
M,1984,858,2
M,1985,858,2
M,1986,858,2
M,1983,859,2
M,1984,859,2
M,1985,859,2
M,1986,859,2
M,1987,859,2
M,1988,859,2
M,1989,859,2
M,1990,859,2
M,1991,859,2
M,1992,859,2
M,1993,859,2
F,1983,860,2
F,1984,860,2
M,1983,861,2
M,1984,861,2
M,1988,861,2
M,1983,862,2
M,1984,862,2
M,1985,862,2
M,1986,862,2
M,1987,862,2
M,1983,863,2
M,1984,863,2
M,1985,863,2
M,1986,863,2
M,1987,863,2
M,1988,863,2
M,1989,863,2
M,1990,863,2
M,1991,863,2
M,1982,864,2
M,1983,864,2
M,1984,864,2
M,1985,864,2
M,1986,864,2
M,1987,864,2
M,1988,864,2
M,1989,864,2
M,1990,864,2
M,1991,864,2
M,1993,864,2
M,1994,864,2
M,1995,864,2
M,1996,864,2
M,1997,864,2
M,1998,864,2
M,1999,864,2
M,2000,864,2
M,2001,864,2
M,2002,864,2
M,1983,865,2
M,1984,865,2
M,1985,865,2
M,1986,865,2
M,1987,865,2
M,1988,865,2
M,1989,865,2
M,1990,865,2
M,1991,865,2
F,1983,866,2
F,1984,866,2
F,1985,866,2
M,1983,867,2
M,1984,867,2
M,1985,867,2
M,1988,867,2
M,1991,867,2
M,1992,867,2
M,1993,867,2
M,1994,867,2
M,1995,867,2
M,1983,868,2
M,1984,868,2
M,1985,868,2
M,1986,868,2
M,1987,868,2
M,1988,868,2
M,1989,868,2
M,1990,868,2
M,1991,868,2
M,1992,868,2
M,1994,868,2
M,1995,868,2
M,1996,868,2
M,1997,868,2
M,1983,869,2
M,1984,869,2
M,1985,869,2
M,1986,869,2
M,1987,869,2
M,1989,869,2
M,1990,869,2
M,1991,869,2
M,1993,869,2
M,1994,869,2
M,1983,870,2
M,1984,870,2
M,1985,870,2
M,1986,870,2
M,1988,870,2
M,1989,870,2
M,1990,870,2
M,1991,870,2
M,1994,870,2
M,1996,870,2
M,1983,871,2
M,1984,871,2
M,1983,872,2
M,1984,872,2
M,1987,872,2
M,1988,872,2
M,1989,872,2
M,1990,872,2
M,1991,872,2
M,1994,872,2
M,1995,872,2
M,1996,872,2
M,1983,873,2
M,1984,873,2
M,1985,873,2
M,1986,873,2
M,1987,873,2
M,1988,873,2
M,1989,873,2
M,1990,873,2
M,1983,874,2
M,1984,874,2
M,1985,874,2
M,1986,874,2
M,1987,874,2
M,1988,874,2
M,1989,874,2
M,1983,875,2
M,1984,875,2
M,1985,875,2
M,1983,876,2
M,1984,876,2
M,1983,877,2
M,1984,877,2
M,1985,877,2
M,1986,877,2
M,1987,877,2
M,1983,878,2
M,1984,878,2
M,1987,878,2
M,1989,878,2
M,1999,878,2
M,1983,879,2
M,1984,879,2
M,1985,879,2
M,1986,879,2
M,1983,880,2
M,1984,880,2
M,1983,881,2
M,1984,881,2
M,1985,881,2
M,1983,882,2
M,1984,882,2
M,1985,882,2
M,1986,882,2
M,1987,882,2
M,1988,882,2
M,1989,882,2
M,1990,882,2
M,1991,882,2
M,1992,882,2
M,1993,882,2
M,1994,882,2
M,1995,882,2
M,1996,882,2
M,1997,882,2
M,1983,883,2
M,1984,883,2
M,1985,883,2
M,1983,884,2
M,1984,884,2
M,1985,884,2
M,1986,884,2
M,1987,884,2
M,1988,884,2
M,1989,884,2
M,1990,884,2
M,1991,884,2
M,1992,884,2
M,1993,884,2
M,1994,884,2
M,1995,884,2
M,1996,884,2
M,1998,884,2
M,1983,885,2
M,1984,885,2
M,1985,885,2
M,1993,885,2
M,1983,886,2
M,1984,886,2
M,1985,886,2
M,1986,886,2
M,1983,887,2
M,1984,887,2
M,1985,887,2
M,1986,887,2
M,1987,887,2
M,1988,887,2
M,1989,887,2
M,1990,887,2
M,1991,887,2
M,1982,888,2
M,1983,888,2
M,1984,888,2
M,1985,888,2
M,1988,888,2
M,1989,888,2
M,1992,888,2
M,1983,889,2
M,1984,889,2
M,1983,890,2
M,1983,891,2
M,1984,891,2
M,1986,891,2
M,1987,891,2
M,1988,891,2
M,1989,891,2
M,1990,891,2
M,1991,891,2
M,1992,891,2
M,1993,891,2
M,1994,891,2
M,1995,891,2
M,1996,891,2
M,1983,892,2
M,1983,893,2
M,1983,894,2
M,1984,894,2
M,1986,894,2
M,1988,894,2
M,1983,895,2
M,1984,895,2
M,1986,895,2
M,1983,896,2
M,1984,896,2
M,1985,896,2
M,1986,896,2
M,1987,896,2
M,1988,896,2
M,1989,896,2
M,1992,896,2
M,1993,896,2
M,1994,896,2
F,1982,897,2
F,1983,897,2
F,1984,897,2
F,1985,897,2
F,1986,897,2
F,1987,897,2
F,1988,897,2
F,1989,897,2
M,1983,898,2
M,1984,898,2
M,1986,898,2
M,1987,898,2
M,1988,898,2
M,1989,898,2
M,1990,898,2
M,1991,898,2
M,1992,898,2
M,1993,898,2
M,1994,898,2
M,1995,898,2
M,1996,898,2
M,1997,898,2
M,1999,898,2
M,2001,898,2
M,1983,899,2
M,1984,899,2
F,1982,900,2
F,1983,900,2
F,1984,900,2
F,1985,900,2
F,1986,900,2
F,1987,900,2
F,1988,900,2
F,1989,900,2
F,1990,900,2
F,1993,900,2
F,1994,900,2
F,1995,900,2
F,1996,900,2
M,1983,901,2
M,1984,901,2
M,1985,901,2
M,1986,901,2
M,1987,901,2
M,1988,901,2
M,1989,901,2
M,1990,901,2
M,1991,901,2
M,1992,901,2
M,1983,902,2
M,1984,902,2
M,1985,902,2
M,1986,902,2
M,1987,902,2
M,1988,902,2
M,1989,902,2
M,1992,902,2
M,1993,902,2
M,1994,902,2
M,1995,902,2
M,2001,902,2
M,1983,903,2
M,1984,903,2
M,1987,903,2
M,1989,903,2
M,1991,903,2
M,1992,903,2
M,1993,903,2
M,1994,903,2
M,1995,903,2
M,1996,903,2
M,1997,903,2
M,1998,903,2
M,1999,903,2
M,1983,904,2
M,1985,904,2
M,1987,904,2
M,1991,904,2
M,1993,904,2
M,1994,904,2
M,1996,904,2
M,1983,905,2
M,1984,905,2
M,1985,905,2
M,1986,905,2
M,1988,905,2
M,1983,906,2
M,1984,906,2
M,1985,906,2
M,1986,906,2
F,1983,907,2
F,1984,907,2
F,1985,907,2
F,1986,907,2
F,1987,907,2
F,1990,907,2
F,1991,907,2
F,1995,907,2
F,1999,907,2
F,2002,907,2
F,2003,907,2
F,2004,907,2
F,2005,907,2
F,2006,907,2
F,2007,907,2
F,2008,907,2
F,2009,907,2
M,1983,908,2
M,1984,908,2
M,1985,908,2
M,1986,908,2
M,1988,908,2
M,1989,908,2
M,1990,908,2
M,1991,908,2
M,1992,908,2
M,1993,908,2
M,1994,908,2
M,1995,908,2
